url,page_type,cluster,service,geo,s1_volume,s2_gsc,s3_ads,s4_competitors,s4_which,s5_job_history,signals_met,decision,blocked_by
/locations/ferndale/gutter-cleaning/,T4 city x service,gutter cleaning Ferndale WA,gutter-cleaning,ferndale,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/ferndale/roof-cleaning/,T4 city x service,roof cleaning Ferndale WA,roof-cleaning,ferndale,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/ferndale/moss-removal/,T4 city x service,moss removal Ferndale WA,moss-removal,ferndale,UNMEASURED,"6 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/ferndale/pressure-washing/,T4 city x service,pressure washing Ferndale WA,pressure-washing,ferndale,UNMEASURED,"10 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/ferndale/house-washing/,T4 city x service,house washing Ferndale WA,house-washing,ferndale,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/ferndale/solar-panel-cleaning/,T4 city x service,solar panel cleaning Ferndale WA,solar-panel-cleaning,ferndale,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/lynden/,T4 city,Lynden WA exterior cleaning,,lynden,UNMEASURED,"27 impressions over 16 months, threshold 53.5",UNMEASURED,3,mtbakerwindows.com|pnwwash.com|pureshinenw.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/lynden/window-cleaning/,T4 city x service,window cleaning Lynden WA,window-cleaning,lynden,UNMEASURED,"26 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/lynden/gutter-cleaning/,T4 city x service,gutter cleaning Lynden WA,gutter-cleaning,lynden,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/lynden/roof-cleaning/,T4 city x service,roof cleaning Lynden WA,roof-cleaning,lynden,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/lynden/moss-removal/,T4 city x service,moss removal Lynden WA,moss-removal,lynden,UNMEASURED,"1 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/lynden/pressure-washing/,T4 city x service,pressure washing Lynden WA,pressure-washing,lynden,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/lynden/house-washing/,T4 city x service,house washing Lynden WA,house-washing,lynden,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/lynden/solar-panel-cleaning/,T4 city x service,solar panel cleaning Lynden WA,solar-panel-cleaning,lynden,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/blaine/,T4 city,Blaine WA exterior cleaning,,blaine,UNMEASURED,"1 impressions over 16 months, threshold 53.5",UNMEASURED,3,mtbakerwindows.com|pnwwash.com|pureshinenw.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/blaine/window-cleaning/,T4 city x service,window cleaning Blaine WA,window-cleaning,blaine,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/blaine/gutter-cleaning/,T4 city x service,gutter cleaning Blaine WA,gutter-cleaning,blaine,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/blaine/roof-cleaning/,T4 city x service,roof cleaning Blaine WA,roof-cleaning,blaine,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/blaine/moss-removal/,T4 city x service,moss removal Blaine WA,moss-removal,blaine,UNMEASURED,"1 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/blaine/pressure-washing/,T4 city x service,pressure washing Blaine WA,pressure-washing,blaine,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/blaine/house-washing/,T4 city x service,house washing Blaine WA,house-washing,blaine,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/blaine/solar-panel-cleaning/,T4 city x service,solar panel cleaning Blaine WA,solar-panel-cleaning,blaine,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/mount-vernon/,T4 city,Mount Vernon WA exterior cleaning,,mount-vernon,UNMEASURED,"17 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pureshinenw.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/mount-vernon/window-cleaning/,T4 city x service,window cleaning Mount Vernon WA,window-cleaning,mount-vernon,UNMEASURED,"13 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/mount-vernon/gutter-cleaning/,T4 city x service,gutter cleaning Mount Vernon WA,gutter-cleaning,mount-vernon,UNMEASURED,"1 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/mount-vernon/roof-cleaning/,T4 city x service,roof cleaning Mount Vernon WA,roof-cleaning,mount-vernon,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/mount-vernon/moss-removal/,T4 city x service,moss removal Mount Vernon WA,moss-removal,mount-vernon,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/mount-vernon/pressure-washing/,T4 city x service,pressure washing Mount Vernon WA,pressure-washing,mount-vernon,UNMEASURED,"3 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/mount-vernon/house-washing/,T4 city x service,house washing Mount Vernon WA,house-washing,mount-vernon,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/mount-vernon/solar-panel-cleaning/,T4 city x service,solar panel cleaning Mount Vernon WA,solar-panel-cleaning,mount-vernon,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/burlington/,T4 city,Burlington WA exterior cleaning,,burlington,UNMEASURED,"9 impressions over 16 months, threshold 53.5",UNMEASURED,3,mtbakerwindows.com|pnwwash.com|pureshinenw.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/burlington/window-cleaning/,T4 city x service,window cleaning Burlington WA,window-cleaning,burlington,UNMEASURED,"8 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/burlington/gutter-cleaning/,T4 city x service,gutter cleaning Burlington WA,gutter-cleaning,burlington,UNMEASURED,"1 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/burlington/roof-cleaning/,T4 city x service,roof cleaning Burlington WA,roof-cleaning,burlington,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/burlington/moss-removal/,T4 city x service,moss removal Burlington WA,moss-removal,burlington,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/burlington/pressure-washing/,T4 city x service,pressure washing Burlington WA,pressure-washing,burlington,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/burlington/house-washing/,T4 city x service,house washing Burlington WA,house-washing,burlington,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/burlington/solar-panel-cleaning/,T4 city x service,solar panel cleaning Burlington WA,solar-panel-cleaning,burlington,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/sedro-woolley/,T4 city,Sedro-Woolley WA exterior cleaning,,sedro-woolley,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/sedro-woolley/window-cleaning/,T4 city x service,window cleaning Sedro-Woolley WA,window-cleaning,sedro-woolley,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/sedro-woolley/gutter-cleaning/,T4 city x service,gutter cleaning Sedro-Woolley WA,gutter-cleaning,sedro-woolley,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/sedro-woolley/roof-cleaning/,T4 city x service,roof cleaning Sedro-Woolley WA,roof-cleaning,sedro-woolley,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/sedro-woolley/moss-removal/,T4 city x service,moss removal Sedro-Woolley WA,moss-removal,sedro-woolley,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/sedro-woolley/pressure-washing/,T4 city x service,pressure washing Sedro-Woolley WA,pressure-washing,sedro-woolley,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/sedro-woolley/house-washing/,T4 city x service,house washing Sedro-Woolley WA,house-washing,sedro-woolley,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/sedro-woolley/solar-panel-cleaning/,T4 city x service,solar panel cleaning Sedro-Woolley WA,solar-panel-cleaning,sedro-woolley,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/anacortes/,T4 city,Anacortes WA exterior cleaning,,anacortes,UNMEASURED,"12 impressions over 16 months, threshold 53.5",UNMEASURED,3,mtbakerwindows.com|pnwwash.com|pureshinenw.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/anacortes/window-cleaning/,T4 city x service,window cleaning Anacortes WA,window-cleaning,anacortes,UNMEASURED,"3 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/anacortes/gutter-cleaning/,T4 city x service,gutter cleaning Anacortes WA,gutter-cleaning,anacortes,UNMEASURED,"6 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/anacortes/roof-cleaning/,T4 city x service,roof cleaning Anacortes WA,roof-cleaning,anacortes,UNMEASURED,"3 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/anacortes/moss-removal/,T4 city x service,moss removal Anacortes WA,moss-removal,anacortes,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/anacortes/pressure-washing/,T4 city x service,pressure washing Anacortes WA,pressure-washing,anacortes,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/anacortes/house-washing/,T4 city x service,house washing Anacortes WA,house-washing,anacortes,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/anacortes/solar-panel-cleaning/,T4 city x service,solar panel cleaning Anacortes WA,solar-panel-cleaning,anacortes,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/birch-bay/,T4 city,Birch Bay WA exterior cleaning,,birch-bay,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pureshinenw.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/birch-bay/window-cleaning/,T4 city x service,window cleaning Birch Bay WA,window-cleaning,birch-bay,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,0,,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met, no competitor builds this tuple. Needs GSC impressions or metro volume, or it stays an areaServed mention."
/locations/birch-bay/gutter-cleaning/,T4 city x service,gutter cleaning Birch Bay WA,gutter-cleaning,birch-bay,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/birch-bay/roof-cleaning/,T4 city x service,roof cleaning Birch Bay WA,roof-cleaning,birch-bay,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/birch-bay/moss-removal/,T4 city x service,moss removal Birch Bay WA,moss-removal,birch-bay,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/birch-bay/pressure-washing/,T4 city x service,pressure washing Birch Bay WA,pressure-washing,birch-bay,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/birch-bay/house-washing/,T4 city x service,house washing Birch Bay WA,house-washing,birch-bay,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/birch-bay/solar-panel-cleaning/,T4 city x service,solar panel cleaning Birch Bay WA,solar-panel-cleaning,birch-bay,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/semiahmoo/,T4 city,Semiahmoo WA exterior cleaning,,semiahmoo,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,0,,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met, no competitor builds this tuple. Needs GSC impressions or metro volume, or it stays an areaServed mention."
/locations/semiahmoo/window-cleaning/,T4 city x service,window cleaning Semiahmoo WA,window-cleaning,semiahmoo,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,0,,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met, no competitor builds this tuple. Needs GSC impressions or metro volume, or it stays an areaServed mention."
/locations/semiahmoo/gutter-cleaning/,T4 city x service,gutter cleaning Semiahmoo WA,gutter-cleaning,semiahmoo,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,0,,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met, no competitor builds this tuple. Needs GSC impressions or metro volume, or it stays an areaServed mention."
/locations/semiahmoo/roof-cleaning/,T4 city x service,roof cleaning Semiahmoo WA,roof-cleaning,semiahmoo,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,0,,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met, no competitor builds this tuple. Needs GSC impressions or metro volume, or it stays an areaServed mention."
/locations/semiahmoo/moss-removal/,T4 city x service,moss removal Semiahmoo WA,moss-removal,semiahmoo,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,0,,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met, no competitor builds this tuple. Needs GSC impressions or metro volume, or it stays an areaServed mention."
/locations/semiahmoo/pressure-washing/,T4 city x service,pressure washing Semiahmoo WA,pressure-washing,semiahmoo,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,0,,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met, no competitor builds this tuple. Needs GSC impressions or metro volume, or it stays an areaServed mention."
/locations/semiahmoo/house-washing/,T4 city x service,house washing Semiahmoo WA,house-washing,semiahmoo,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,0,,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met, no competitor builds this tuple. Needs GSC impressions or metro volume, or it stays an areaServed mention."
/locations/semiahmoo/solar-panel-cleaning/,T4 city x service,solar panel cleaning Semiahmoo WA,solar-panel-cleaning,semiahmoo,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,0,,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met, no competitor builds this tuple. Needs GSC impressions or metro volume, or it stays an areaServed mention."
/locations/custer/,T4 city,Custer WA exterior cleaning,,custer,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/custer/window-cleaning/,T4 city x service,window cleaning Custer WA,window-cleaning,custer,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/custer/gutter-cleaning/,T4 city x service,gutter cleaning Custer WA,gutter-cleaning,custer,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/custer/roof-cleaning/,T4 city x service,roof cleaning Custer WA,roof-cleaning,custer,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/custer/moss-removal/,T4 city x service,moss removal Custer WA,moss-removal,custer,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/custer/pressure-washing/,T4 city x service,pressure washing Custer WA,pressure-washing,custer,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/custer/house-washing/,T4 city x service,house washing Custer WA,house-washing,custer,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/custer/solar-panel-cleaning/,T4 city x service,solar panel cleaning Custer WA,solar-panel-cleaning,custer,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,1,mtbakerwindows.com,ATTESTED territory-wide (2026-09-12),1,MENTION,"S5 met. One competitor only, so S4 does not fire. GSC (S2) is the next signal and the client has access."
/locations/everson/,T4 city,Everson WA exterior cleaning,,everson,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/everson/window-cleaning/,T4 city x service,window cleaning Everson WA,window-cleaning,everson,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/everson/gutter-cleaning/,T4 city x service,gutter cleaning Everson WA,gutter-cleaning,everson,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
/locations/everson/roof-cleaning/,T4 city x service,roof cleaning Everson WA,roof-cleaning,everson,UNMEASURED,"0 impressions over 16 months, threshold 53.5",UNMEASURED,2,mtbakerwindows.com|pnwwash.com,ATTESTED territory-wide (2026-09-12),2,PAGE,
